generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1768832050-0M6p5m7Eymb7E6HGysSd,2026-01-19 14:14:10.592,0.021148,0.02,,0,0.001159,7285,112,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3243,919,Dify.AI,pisarz
gen-1768832049-HdcOxX9tmsP65iKYoiQ7,2026-01-19 14:14:09.400,0.024681,0.02,,0,0.004729,29876,413,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,13013,1506,Dify.AI,pisarz
gen-1768832049-IwJqTpeiKNvx5nJPLwnv,2026-01-19 14:14:09.353,0.022446,0.02,,0,0.002471,15853,156,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,5232,1131,Dify.AI,pisarz
gen-1768832049-ViayqthHRfozNyV2yWti,2026-01-19 14:14:09.345,0.022168,0.02,,0,0.00219,12663,485,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,11476,928,Dify.AI,pisarz
gen-1768832049-7R3gAnBC1z8NZpUxMC2l,2026-01-19 14:14:09.335,0.02156,0.02,,0,0.001576,9655,214,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,5986,761,Dify.AI,pisarz
gen-1768832049-mbKM6R2RKg4tJcIdDvMC,2026-01-19 14:14:09.331,0.026314,0.02,,0,0.006378,40393,532,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,12846,1824,Dify.AI,pisarz
gen-1768832049-iLuYHtjWVBejgnye9U4B,2026-01-19 14:14:09.268,0.02129,0.02,,0,0.001303,7881,202,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6045,800,Dify.AI,pisarz
gen-1768832042-u83yrgGopoJTP7GbIuoz,2026-01-19 14:14:02.523,0.020793,0.02,,0,0.000801,4734,153,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3777,738,Dify.AI,pisarz
gen-1768829654-YRZeQnd3wiIbMUFl4vzM,2026-01-19 13:34:14.313,0.021179,0.02,,0,0.001191,6919,256,0,openai/gpt-4o-mini,OpenAI,standard,false,true,e0bf919e-3ed6-4948-9e30-e4fd1f0026f2,stop,stop,6085,645,Dify.AI,pisarz
gen-1768829634-r88pjcSMap4XQkl5MXOl,2026-01-19 13:33:54.060,0.021724,0.02,,0,0,8131,226,0,deepseek/deepseek-chat-v3-0324,Chutes,standard,false,true,e0bf919e-3ed6-4948-9e30-e4fd1f0026f2,stop,stop,18538,1846,Dify.AI,pisarz
gen-1768829609-u1Bh6fRio4Tatw85OWbA,2026-01-19 13:33:29.854,0.055526,0.02,,0,0,8908,2475,2130,google/gemini-2.5-pro,Google,standard,false,true,e0bf919e-3ed6-4948-9e30-e4fd1f0026f2,STOP,stop,22067,2344,Dify.AI,pisarz
gen-1768829097-vtjRmfI9fI0uq4emvUnT,2026-01-19 13:24:57.750,0.021408,0.02,,0,0.001423,8164,331,0,openai/gpt-4o-mini,OpenAI,standard,false,true,b0c174e2-1b27-4608-b329-83fdb10075c5,stop,stop,7164,530,Dify.AI,pisarz
gen-1768829083-3Bgxow4EPsHARfoIVDGf,2026-01-19 13:24:42.998,0.021631,0.02,,0,0,8129,119,0,deepseek/deepseek-chat-v3-0324,Chutes,standard,false,true,b0c174e2-1b27-4608-b329-83fdb10075c5,stop,stop,11074,2542,Dify.AI,pisarz
gen-1768829055-B1Yxip1ZCSduaMHQONk3,2026-01-19 13:24:15.453,0.0573,0.02,,0,0,8878,2658,2303,google/gemini-2.5-pro,Google,standard,false,true,b0c174e2-1b27-4608-b329-83fdb10075c5,STOP,stop,25556,2148,Dify.AI,pisarz
gen-1768828855-kIJQr0KMrA6vjHVZDoXd,2026-01-19 13:20:55.020,0.020554,0.02,,0,0.00056,3714,5,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,length,length,2113,2056,,pisarz
